"Date","company_name","USA_Dollar","Brazil_Real","China_Yuan","Germany_Euro","UK_Pound","India_Rupee","Japan_Yen","Mexico_Peso","Close","CPI","Real_Stock_Price"
2015-09-01,"Adv. Micro Devices",118.866559564612,75.8225832557066,142.199956397024,90.8666465146831,96.4897712220662,119.536996304004,91.6930531257754,82.5319812736906,1.72,237.498,0.724216624982105
2015-10-01,"Adv. Micro Devices",117.995006422347,76.2440069268105,141.618820352642,90.7901886221329,94.7594396299237,122.100875976449,91.2584626330946,83.6699845977902,2.12,237.733,0.891756718671787
2015-11-01,"Adv. Micro Devices",120.125474463236,80.3093727680408,143.699641053389,88.7768335244516,98.0596378098435,123.117088945297,90.1844783351053,84.0157242734626,2.36,238.017,0.991525815382935
2015-12-01,"Adv. Micro Devices",120.979229693418,80.3986618640131,142.270592827594,89.5242579172631,96.1436080533727,122.883728607715,90.9176712944158,82.4933086531277,2.87,237.761,1.20709451928617
2016-01-01,"Adv. Micro Devices",123.079875991896,79.1499051421042,140.48894523011,90.3133350708482,93.0698745959079,123.081800653294,94.6342802579373,78.4892189471021,2.2,237.652,0.925723326544696
2016-02-01,"Adv. Micro Devices",121.482337092802,80.8856250224702,140.181421102565,90.9634120883675,90.8829037806071,119.834086637684,96.5884362129021,76.1770654015541,2.14,237.336,0.901675262075707
2016-03-01,"Adv. Micro Devices",119.054580799258,85.7326768513071,139.75052263772,90.5189767787618,89.8778958437293,121.13403952679,97.2003756052378,78.9686811188903,2.85,238.08,1.19707661290323
2016-04-01,"Adv. Micro Devices",116.775675262464,87.8155755260316,137.922147084212,90.692666880221,88.7194827250366,120.881529249553,98.3992391516986,79.4920763868608,3.55,238.992,1.48540536921738
2016-05-01,"Adv. Micro Devices",117.731973602135,89.1026353480041,136.963005721289,90.9954536905062,90.3123288584866,121.689534243616,99.7543218288132,77.1692722427365,4.57,239.557,1.90768794065713
2016-06-01,"Adv. Micro Devices",117.939906149602,91.631506332018,134.874016507642,90.5011523115534,88.614532317924,121.328703968858,103.244981635928,74.6023568529484,5.14,240.222,2.13968745577008
2016-07-01,"Adv. Micro Devices",118.429792279429,97.4280323023836,133.314050190504,90.3669882390241,82.6516781977549,122.061239687195,105.04194952172,75.2098344349711,6.86,240.101,2.85713095738877
2016-08-01,"Adv. Micro Devices",117.299913373293,99.2826041698737,132.197803839546,90.5247669972938,81.5736522676354,120.857883952067,106.878490150413,75.442645586507,7.4,240.545,3.07634746097404
2016-09-01,"Adv. Micro Devices",118.203921885502,98.1332999453193,132.160338597719,90.5976760644126,81.9453713053664,121.114942587683,106.127344895091,73.122506534871,6.91,241.176,2.86512754171228
2016-10-01,"Adv. Micro Devices",119.581996427372,101.099195886666,131.667804679664,90.5891902841283,77.8460735979752,122.528819247901,105.564244155785,74.2680006908464,7.23,241.741,2.99080420780918
2016-11-01,"Adv. Micro Devices",122.519501150016,97.6656735745219,132.634800869342,90.0991737094316,80.0120430516446,122.687600300914,103.140681607466,71.1394344002829,8.91,242.026,3.6814226570699
2016-12-01,"Adv. Micro Devices",125.304832879124,98.7043024901147,133.825653712268,89.85993409883,82.1013936183635,124.015612102104,96.4719574523038,69.5566384862897,11.34,242.637,4.67364828942
2017-01-01,"Adv. Micro Devices",125.110439960638,103.008235441258,133.347537383198,89.9037631527877,80.239971620934,122.424794584132,96.8117663051223,67.3876717568343,10.37,243.618,4.25666412169872
2017-02-01,"Adv. Micro Devices",123.336807505173,105.007041720177,132.265668639923,89.553221516287,81.1709416685921,123.81504722576,97.2343262295235,70.6468349315406,14.46,244.006,5.92608378482496
2017-03-01,"Adv. Micro Devices",122.651885021255,104.147640869655,131.549306883226,89.6109744432043,80.1808383234519,126.461558278257,97.1397162256713,74.7466625423355,14.55,243.892,5.96575533432831
2017-04-01,"Adv. Micro Devices",121.308518750535,103.018598622104,130.971857986641,89.3397350693349,81.927218939357,128.640296311905,99.3861391826385,77.5641508123169,13.3,244.193,5.44651157076575
2017-05-01,"Adv. Micro Devices",120.619553405317,100.166739278626,130.892970045226,90.4691559768898,82.6335724915253,127.600782794728,96.7043322024851,77.7135134839438,11.19,244.004,4.5859903936001
2017-06-01,"Adv. Micro Devices",118.977849123392,96.8937121475547,131.666923318677,91.1976066830406,80.9602185585304,127.044527172271,97.2677317303808,80.2893397170305,12.48,244.163,5.11133955595238
2017-07-01,"Adv. Micro Devices",117.244870139011,99.2107032961902,131.753719443302,92.1869494593566,80.9652877547651,126.541052065856,95.0677738923017,81.7063569061069,13.61,244.243,5.57231937046302
2017-08-01,"Adv. Micro Devices",115.981223379882,100.093609418072,132.194198304647,93.1203288164615,79.4823393015663,126.085780572716,96.168970764868,81.6716047668211,13,245.183,5.30216205854403
2017-09-01,"Adv. Micro Devices",115.328931410185,99.8429176439106,133.575809318907,93.1407159747437,81.2168053523863,124.267411563138,94.7894026725467,81.3545296825745,12.75,246.435,5.17377807535456
2017-10-01,"Adv. Micro Devices",117.382528321739,99.3576560487084,134.114638668757,92.8124543959205,81.5242050713248,124.782694016011,93.4547713953114,77.9609171300786,10.99,246.626,4.45614006633526
2017-11-01,"Adv. Micro Devices",117.818681757761,97.2924084128184,133.834539090677,92.8987599108274,81.7624670548286,125.753305399701,93.5123026751728,77.1535402220656,10.89,247.284,4.40384335420003
2017-12-01,"Adv. Micro Devices",117.347023767397,95.8716379136578,133.846145423952,93.1046389160873,82.5095805508188,126.137551150698,93.1816956875624,76.8081095045173,10.28,247.805,4.14842315530356
2018-01-01,"Adv. Micro Devices",114.896858917504,97.0021319247869,134.937659688502,93.5088759713913,83.0364402798104,125.33613038906,93.3188642371203,76.5041468097749,13.74,248.859,5.52119875110002
2018-02-01,"Adv. Micro Devices",114.182507147396,95.7168868892326,136.444793380743,93.5762051441902,83.1264454226927,123.098328766057,95.2558639624026,77.9404453814884,12.11,249.529,4.85314332201868
2018-03-01,"Adv. Micro Devices",114.520773623853,94.9202694045798,135.689074537647,93.7935376921701,83.3830379033505,122.017769161329,96.7536243608685,77.9808789149976,10.05,249.577,4.02681336821903
2018-04-01,"Adv. Micro Devices",114.633472271395,91.2165653940966,136.860773303281,93.5096604179628,84.4955695681387,121.224009463219,95.0296829403693,79.4768307994917,10.88,250.227,4.34805196881232
2018-05-01,"Adv. Micro Devices",118.006025415322,88.3460918305859,137.776638179544,93.1693513486939,83.1460100386243,120.467477352956,94.7880936004293,75.5508317810021,13.73,250.792,5.47465628887684
2018-06-01,"Adv. Micro Devices",119.768053644073,87.5637848670303,137.020976554075,93.0283268919487,82.7367717335538,121.357138197275,95.3008554178455,73.0210287648244,14.99,251.018,5.97168330557968
2018-07-01,"Adv. Micro Devices",119.702546808318,86.59249891429,132.725001747746,93.4808035418152,82.1686125051431,123.156982512205,94.8725481012457,78.0234132660706,18.33,251.214,7.29656786644056
2018-08-01,"Adv. Micro Devices",120.027338280659,85.2053199099602,131.01619217859,93.4526971048219,81.2873744378644,122.709820624275,96.0827635956907,79.8255420481327,25.17,251.663,10.0014702200959
2018-09-01,"Adv. Micro Devices",120.29340010895,82.9680854539601,131.255908206151,94.0643087061249,82.0668736255566,118.128118932351,95.1275919008204,79.0661012340315,30.889999,252.182,12.2490895464387
2018-10-01,"Adv. Micro Devices",120.899729948661,90.9707286542734,130.471821687158,93.4426015774416,82.4843206915895,116.309644197968,95.0141976791367,79.2391576551968,18.209999,252.772,7.20412031395882
2018-11-01,"Adv. Micro Devices",122.325473503539,90.088555173252,130.785958272357,93.0208608486308,82.4039643962838,119.827760846303,94.6065396568074,75.0403197473349,21.299999,252.594,8.43250393912761
2018-12-01,"Adv. Micro Devices",122.359442031916,87.8984817496633,131.724316047952,92.978137022654,81.055354853415,122.481291886202,95.0237710216775,75.7928857696344,18.459999,252.767,7.30316813508092
2019-01-01,"Adv. Micro Devices",120.493237483003,90.5637357371738,132.403657118105,92.4349070073209,81.9373604110253,123.907639201426,97.6760776954317,79.2287921572447,24.41,252.718,9.65898748803014
2019-02-01,"Adv. Micro Devices",120.614014442211,91.1223330803097,133.862260690128,92.0121212235095,82.9904597430956,123.524251929057,96.1428894463915,79.1478897738213,23.530001,253.322,9.28857383093454
2019-03-01,"Adv. Micro Devices",121.329510747782,89.1062392252957,135.018283019313,91.6367671533249,84.2702118239376,127.74715295038,95.3799996915106,79.1263916116683,25.52,254.202,10.0392601159708
2019-04-01,"Adv. Micro Devices",121.657901948466,88.5129968960498,135.495859260344,91.8392294110432,83.7596374835186,128.634176987232,95.0016322491203,80.1942139155164,27.629999,255.211,10.8263354635968
2019-05-01,"Adv. Micro Devices",122.341339747322,86.7326405245588,133.194614538213,92.0504100957786,82.9150618426529,129.374465769328,97.398895265076,80.2342073403028,27.41,255.29,10.7368091190411
2019-06-01,"Adv. Micro Devices",121.430147611601,89.2814293155551,131.997784033285,92.4964763692038,81.1925102933004,129.496898626869,98.5496793124,79.2394502723214,30.370001,255.159,11.9023828279622
2019-07-01,"Adv. Micro Devices",121.058671402124,90.7552565375337,132.549287116678,92.3420415721604,80.1027332945743,130.724172203715,98.1217255820267,80.1557386861309,30.450001,255.685,11.9091855212468
2019-08-01,"Adv. Micro Devices",122.688765534903,87.5326205682084,130.260574202738,92.3540303082526,78.6805854207559,128.085014458097,101.113865809719,78.274549804157,31.450001,256.059,12.2823259483166
2019-09-01,"Adv. Micro Devices",123.160615483737,85.7377788429113,130.185135083017,91.8245842719511,80.5935533917157,128.991310707089,99.9912783635047,78.3703541993725,28.99,256.511,11.3016595779518
2019-10-01,"Adv. Micro Devices",122.64577606971,86.2459786795716,131.449378228011,91.8066783583519,82.0186144908031,129.535752078327,98.9610892673076,79.4386774249976,33.93,257.244,13.1898120072771
2019-11-01,"Adv. Micro Devices",122.513339706479,84.800689998163,133.14722092593,91.2661465859748,83.5832701112125,129.55961000448,97.9087007928951,79.8697102423427,39.150002,257.803,15.1860149028522
2019-12-01,"Adv. Micro Devices",121.922065919996,85.8939239649909,132.5323229797,91.3242986080862,84.6258150658425,131.14256758136,97.1759406387691,80.4829460639663,45.860001,258.616,17.7328552757757
2020-01-01,"Adv. Micro Devices",121.47839850093,84.796105892049,134.733197407382,90.9637482751012,84.4864184523439,130.526046399884,96.5418621228209,82.0683471256602,47,259.037,18.1441261286998
2020-02-01,"Adv. Micro Devices",122.968487145425,81.7656652506975,136.192768629803,90.4645861175083,84.9916748432417,131.499864821181,96.743589111158,82.9118207548727,45.48,259.248,17.5430475837808
2020-03-01,"Adv. Micro Devices",126.687451570886,73.5012824623457,135.44994870466,92.39207329144,81.4019656421514,127.526742899494,100.854809292524,71.302285274841,45.48,258.124,17.6194387193752
2020-04-01,"Adv. Micro Devices",129.114288800997,68.4416270739735,135.482211191024,92.2388088052755,82.8777372159415,127.102979190478,101.599285044175,64.8636544216463,52.389999,256.092,20.4574914483857
2020-05-01,"Adv. Micro Devices",128.039484446129,64.2216699393455,133.567362988393,92.3440681321398,81.6686214308339,128.119161457681,101.963936924559,67.2936900090031,53.799999,255.868,21.0264663811028
2020-06-01,"Adv. Micro Devices",124.91225458018,68.8238335762298,132.20335997669,92.9766197847351,81.1973379651354,125.550322404032,99.6454160971615,71.0610388358984,52.610001,256.986,20.4719327122878
2020-07-01,"Adv. Micro Devices",124.538187995759,67.44532174893,133.106831495243,92.5148070569883,81.6337599343196,126.183108768378,99.5433800208747,70.096793822212,77.43,258.278,29.9793246037216
2020-08-01,"Adv. Micro Devices",123.060186421417,64.6257010403898,133.159761113899,93.5410735769629,82.3064169254931,125.597541835112,98.7568260330248,70.621378153624,90.82,259.411,35.010080528582
2020-09-01,"Adv. Micro Devices",122.782034087002,65.7402846082375,135.267258895868,93.4949524965693,81.5701321064856,128.480898910151,98.4652147418334,72.5582342320308,81.989998,260.029,31.5310976852582
2020-10-01,"Adv. Micro Devices",122.257208076814,63.450839002163,136.36690016932,93.6031829045895,81.6462426860186,129.186862205284,98.3603899784205,73.8291555224223,75.290001,260.286,28.925874230654
2020-11-01,"Adv. Micro Devices",120.734840592706,65.8017444124277,136.598576699456,93.4984212124404,82.3000747701421,127.133140526934,97.7901200048517,76.2789986115268,92.660004,260.813,35.5273717184343
2020-12-01,"Adv. Micro Devices",118.603765665065,68.9598545560097,136.893379881689,93.9055990535711,81.7877582588712,125.770023730625,96.5373508441798,77.8791298962698,91.709999,262.035,34.9991409544526
2021-01-01,"Adv. Micro Devices",117.839984226068,65.8911631402182,138.605759297757,94.7077738915976,83.1706243120225,125.069816096499,96.3547771699629,78.3432681591167,85.639999,262.65,32.6061294498382
2021-02-01,"Adv. Micro Devices",118.69503531999,65.5978597757839,138.714022545299,94.4885005063683,84.6823893540357,127.285429309711,94.8911239669636,77.3335688792543,84.510002,263.638,32.0553190359508
2021-03-01,"Adv. Micro Devices",120.511287093427,63.69453368451,139.367149464383,94.1433229456405,85.9193921248482,129.160099099668,92.7304778476541,75.8670016971235,78.5,264.914,29.6322580158089
2021-04-01,"Adv. Micro Devices",120.449212004797,64.4339896700569,138.711434894584,94.1472366530541,85.4660011707795,125.605465759731,90.9000064275455,78.6531539423016,81.620003,266.67,30.6071185360183
2021-05-01,"Adv. Micro Devices",119.414071810722,67.5656162391239,139.448387596337,94.3043547658382,86.0455937527487,126.827437337314,90.3005234466522,78.7677205552656,80.080002,268.444,29.8311759622119
2021-06-01,"Adv. Micro Devices",120.48309540387,71.5159007001842,139.534012765655,94.1042359668499,86.3068202952447,126.912318635924,89.5611240801758,78.5248699652642,93.93,270.559,34.7170118162767
2021-07-01,"Adv. Micro Devices",122.26331890672,70.8791250455019,139.380634940455,93.8739636633897,86.0519743449269,126.80930731274,90.3531990625064,79.1888043505105,106.190002,271.764,39.0743446519774
2021-08-01,"Adv. Micro Devices",122.740131164601,70.2510353000919,139.16980304687,93.4694849356829,86.4712038078289,127.573671844198,90.5248694821398,78.8868386158263,110.720001,272.87,40.5760988749221
2021-09-01,"Adv. Micro Devices",122.898940057091,70.3756013170064,138.73823050126,93.3925834768734,85.7646562405846,128.491758594172,90.1490494887327,79.2384217732292,102.900002,274.028,37.5509079364153
2021-10-01,"Adv. Micro Devices",124.335973375984,67.6700289402641,141.359611539596,92.8779800381675,86.7313433020868,127.217992810772,87.4423958048352,77.6480364319374,120.230003,276.522,43.4793625823623
2021-11-01,"Adv. Micro Devices",125.725212571579,67.9721007077016,142.760255268769,92.4881307310026,86.2203538939746,129.059244004138,86.7605537648979,76.7781408015232,158.369995,278.711,56.8222980076136
2021-12-01,"Adv. Micro Devices",127.153127009727,67.2391731567254,143.002535651596,92.1516718302072,85.8076012793778,128.691533983633,87.2751502766733,76.200353757909,143.899994,280.887,51.2305638922414
2022-01-01,"Adv. Micro Devices",126.714906549159,68.3539536371362,142.474515239118,91.8438823640517,87.1964297445727,129.067584507036,85.7661301437656,77.7544596425392,114.25,282.599,40.4283100789458
2022-02-01,"Adv. Micro Devices",126.96824464983,72.728137977143,142.382498592955,91.7458479445717,87.0825243867142,127.904216786742,85.3867133854865,77.7853722494731,123.339996,284.61,43.3364941498893
2022-03-01,"Adv. Micro Devices",128.949088906168,77.1561464626797,144.173155142371,91.6642037289902,86.3342059178879,128.220969543356,83.5118676334827,77.5632488087563,109.339996,287.472,38.0350072354873
2022-04-01,"Adv. Micro Devices",130.104114447367,81.5050216377502,144.42628608681,90.7119456152372,86.8589352425137,129.708104074015,78.6969464095226,80.3380410355275,85.519997,288.611,29.6315791844386
2022-05-01,"Adv. Micro Devices",133.162591018556,79.1588239059144,139.507928870864,90.8990365632983,84.7856268030547,130.364932414129,78.2940622021121,80.5060884185053,101.860001,291.268,34.9712295892443
2022-06-01,"Adv. Micro Devices",134.559375226386,77.9822859241638,140.589255177979,90.4703397797054,84.100180265699,128.211279117715,75.065348634822,81.024621947863,76.470001,294.728,25.945957289433
2022-07-01,"Adv. Micro Devices",137.141907506679,73.9495746680907,142.223686226547,89.4633979291759,84.4215364219459,127.900259264738,74.6788507230517,79.8978750732705,94.470001,294.628,32.0641626050477
2022-08-01,"Adv. Micro Devices",136.414748337787,76.748744417147,139.945045065047,88.9921414317538,84.6672975968792,127.95886305561,75.6811860819776,81.791235903946,84.870003,295.32,28.7383187728566
2022-09-01,"Adv. Micro Devices",140.235527875087,76.1746844990388,138.348172574243,90.2294062050307,81.2260174152479,130.254950179426,72.8256894544962,82.9984700499291,63.360001,296.539,21.3664985044126
2022-10-01,"Adv. Micro Devices",142.279766902757,76.4692095192866,135.859001600743,90.4340498495836,82.6729599187318,127.803106890973,71.9661620308472,83.7168143618784,60.060001,297.987,20.1552420072017
2022-11-01,"Adv. Micro Devices",138.670357805806,74.7991216926057,133.403000225957,91.5884671015516,83.5151453083437,125.637325454757,72.7575574396191,85.3317841406565,77.629997,298.598,25.998163751934
2022-12-01,"Adv. Micro Devices",135.193442487184,74.2107223614056,133.516675897701,91.707611747311,85.0827572380796,122.407114693795,75.2142887317533,84.633059258431,64.769997,298.99,21.6629308672531
2023-01-01,"Adv. Micro Devices",132.96900731308,73.9876231048342,134.264898163381,92.6424706337178,83.6712166672725,121.961206586109,77.1442673247179,86.3334226718723,75.150002,300.536,25.0053244869167
2023-02-01,"Adv. Micro Devices",133.64271211621,74.7232283214652,134.192258237791,92.6258601032265,83.7256567003975,121.904262869958,75.4388906582863,88.5167992127952,78.580002,301.648,26.0502313955339
2023-03-01,"Adv. Micro Devices",134.259344107746,74.4593238329799,132.970415634286,92.9320614511165,84.6318966278737,123.352230470933,75.4469087463011,89.9108857744217,98.010002,301.808,32.4742889519164
2023-04-01,"Adv. Micro Devices",132.676366611447,76.7041279447681,131.862784886029,93.4898040839484,85.8381923021878,122.434580718405,75.3245411096728,90.9383582753218,89.370003,302.918,29.5030348147023
2023-05-01,"Adv. Micro Devices",133.288569851999,77.7376951273671,130.95160660501,93.1691126761856,86.9383069667915,123.137543216621,73.5887205584548,92.9701600796653,118.209999,303.294,38.9753832914598
2023-06-01,"Adv. Micro Devices",133.17868271894,80.2324749337379,128.54220814977,93.6005575841842,88.3948255207609,124.678274709158,71.7625308360753,95.5643412102412,113.910004,303.841,37.4900043114655
2023-07-01,"Adv. Micro Devices",131.730348327006,80.6043873723042,126.945407307627,94.3188585351554,88.9956488125652,125.922996905587,71.5392385095789,97.4274705457718,114.400002,304.348,37.5885506065425
2023-08-01,"Adv. Micro Devices",134.094340592152,80.2922793700863,127.355652307988,94.1750915560962,88.6176001404266,125.694752091213,70.1327129497974,97.8041616791875,105.720001,306.269,34.5186750862804
2023-09-01,"Adv. Micro Devices",136.218525296369,80.4470776603565,127.441065692462,93.7262126249638,87.8080168389181,124.999255638163,69.2869834576722,96.6835452874398,102.82,307.481,33.4394645522813
2013-10-01,"Baidu Inc",99.7199347549049,103.824421525976,127.587375326566,94.4143953037942,86.3580112034897,103.043560990436,100.254605409715,96.4509198092636,160.800003,233.669,68.8152912881041
2013-11-01,"Baidu Inc",100.655216024266,100.680110495117,128.675096738304,94.5964271807422,86.9917121227318,103.162292504335,98.8915132763233,96.6477198794736,166.570007,234.1,71.1533562580094
2013-12-01,"Baidu Inc",101.125073574623,98.8295761705689,129.555378699827,95.4895027087944,88.162066926722,103.157230042641,95.296307522786,97.2638001894739,177.880005,234.719,75.7842377481158
2014-01-01,"Baidu Inc",102.227806612204,98.6074352062427,130.73456305964,95.4134390872955,89.2797299172463,102.743180527971,95.2074007748297,96.7112717207796,156.5,235.288,66.5142293699636
2014-02-01,"Baidu Inc",102.35732734402,99.2906972610771,130.197481945091,95.6422392645786,88.2081979146036,103.398538714943,96.7870689565264,95.9772054029623,170.929993,235.547,72.567255367294
2014-03-01,"Baidu Inc",101.929514574607,102.056896183074,129.02241462981,95.8203084312302,89.2363259052414,105.306004589759,96.1088536759445,96.3957787289937,152.270004,236.028,64.513533987493
2014-04-01,"Baidu Inc",101.242044578307,106.363708838163,127.513703050801,95.244219341403,89.6892626012613,106.784475171007,97.0099027197529,97.3444187424812,153.850006,236.468,65.0616599286161
2014-05-01,"Baidu Inc",100.809743116226,107.36586948574,127.547923425864,94.5900048217953,90.3475865830128,109.025031696436,97.7981201445468,98.3825847506137,165.809998,236.918,69.9862391207084
2014-06-01,"Baidu Inc",100.959485596173,107.332626059,128.025215704418,94.2660789835349,91.4307962110299,108.991022498232,97.6597647112887,98.3720564795264,186.809998,237.231,78.7460315051574
2014-07-01,"Baidu Inc",100.933000995483,108.281010622145,127.957016333373,94.1344959594288,91.4879951570396,109.607155461493,97.0530287985449,98.7008992078583,216.050003,237.498,90.9691883721126
2014-08-01,"Baidu Inc",101.745405083533,107.388633328872,128.964196867608,93.6536554173301,91.55678945797,109.555224007824,97.5148900904978,98.1037458468838,214.520004,237.46,90.3394272719616
2014-09-01,"Baidu Inc",103.549752804069,106.866651941903,131.547959215003,92.893016847341,91.3272173846096,111.774601804848,94.643692937171,98.6136911234113,218.229996,237.477,91.8952134311954
2014-10-01,"Baidu Inc",105.06161906391,102.892043502296,133.565655357822,92.4509245753566,91.4039252791786,112.071378939567,94.6054428246608,97.3709271531779,238.770004,237.43,100.564378553679
2014-11-01,"Baidu Inc",106.974700030442,100.65210184569,136.779136895422,92.7460840420006,92.3678162348291,113.686540915922,88.7389097929216,97.6797018532687,245.110001,236.983,103.429360333864
2014-12-01,"Baidu Inc",109.091495380167,99.1594684006668,139.613491793608,93.0089986875161,91.8671999191501,114.563133522153,87.416008067239,92.9142839672917,227.970001,236.252,96.4944216345258
2015-01-01,"Baidu Inc",111.289819269268,102.470222482923,141.875300664867,90.6324677993941,92.6073679419079,119.39771401337,89.9800532130072,92.3335799832138,217.919998,234.747,92.8318564241502
2015-02-01,"Baidu Inc",113.03943938083,97.908890730055,142.875069567783,89.8017189656292,94.2766137177837,121.109584896738,90.1769654449434,91.0452059165472,203.75,235.342,86.5761317571874
2015-03-01,"Baidu Inc",115.476651632756,90.8044529162448,144.979013788744,88.247537387011,94.7441183804001,123.176852087624,90.0774027485334,90.1554322262688,208.399994,235.976,88.3140632945723
2015-04-01,"Baidu Inc",114.674789226564,92.7217511736042,144.586872422242,87.9640660576845,94.5215113765664,122.310667577563,90.4014332651905,89.9596417227562,200.279999,236.222,84.7846513025882
2015-05-01,"Baidu Inc",113.513975463833,92.3064041421115,143.872710889617,88.9811227728295,95.8063747033561,118.835435875627,88.6797301325637,89.2750252877538,197.399994,237.001,83.2907852709482
2015-06-01,"Baidu Inc",114.688578015056,91.4875738466543,145.325227404978,89.510785256138,96.450036785762,120.145959104434,86.5602132846863,88.4090824681811,199.080002,237.657,83.7677838229044
2015-07-01,"Baidu Inc",116.768243756925,90.2047827769971,146.974321378835,88.8795617012728,97.9488878395294,121.133018206521,87.7608949307314,86.4864262640954,172.660004,238.034,72.5358579026526
2015-08-01,"Baidu Inc",118.357698498245,83.5902622360668,144.187203145652,90.2222688215881,98.3096231939136,120.000832829657,88.8251766109742,83.8511803365354,147.25,238.033,61.8611705099713
2015-09-01,"Baidu Inc",118.866559564612,75.8225832557066,142.199956397024,90.8666465146831,96.4897712220662,119.536996304004,91.6930531257754,82.5319812736906,137.410004,237.498,57.8573310091032
2015-10-01,"Baidu Inc",117.995006422347,76.2440069268105,141.618820352642,90.7901886221329,94.7594396299237,122.100875976449,91.2584626330946,83.6699845977902,187.470001,237.733,78.8573740288475
