Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,80.000000,81.190002,61.419998,72.660004,51.203476,78206700
2015-09-01,71.230003,77.760002,68.650002,70.580002,49.737686,74943100
2015-10-01,71.269997,79.940002,69.370003,77.970001,54.945408,58053100
2015-11-01,78.430000,78.930000,70.250000,73.690002,51.929295,69191300
2015-12-01,74.230003,75.000000,69.389999,72.760002,51.686073,81390700
2016-01-01,71.379997,78.220001,68.180000,78.059998,55.905857,80775800
2016-02-01,77.370003,78.900002,70.010002,77.019997,55.161022,93718300
2016-03-01,77.660004,79.050003,75.550003,78.559998,56.263958,77769600
2016-04-01,78.529999,79.550003,76.640999,78.070000,56.329468,55299300
2016-05-01,78.070000,86.660004,78.000000,83.190002,60.023655,77885700
2016-06-01,83.089996,88.629997,82.500000,88.480003,64.279388,71540200
2016-07-01,88.580002,90.260002,85.199997,86.389999,62.761036,51883600
2016-08-01,86.300003,90.489998,84.250000,89.489998,65.013145,52562500
2016-09-01,89.570000,90.540001,85.349998,89.510002,65.466682,50505300
2016-10-01,89.250000,90.150002,86.500000,88.949997,65.057144,47821800
2016-11-01,89.000000,89.180000,79.919998,81.650002,59.717972,80046100
2016-12-01,81.510002,88.160004,79.690002,87.320000,64.324402,64481400
2017-01-01,87.849998,89.900002,85.410004,89.290001,65.775604,49506500
2017-02-01,88.889999,97.769997,86.349998,91.510002,67.410988,100847600
2017-03-01,91.769997,93.669998,90.440002,90.809998,66.895317,51366800
2017-04-01,90.800003,92.894997,89.830002,90.389999,67.025391,42776600
2017-05-01,90.650002,93.089996,87.139999,92.199997,68.367538,53362000
2017-06-01,92.349998,93.879997,85.449997,85.639999,63.933685,63203900
2017-07-01,85.959999,90.379997,82.199997,87.459999,65.292389,58129400
2017-08-01,87.379997,87.769997,80.290001,80.750000,60.283108,72590600
2017-09-01,80.750000,82.980003,77.400002,77.550003,58.314369,71009400
2017-10-01,77.550003,78.940002,75.209999,77.330002,58.148937,76765000
2017-11-01,77.709999,82.180000,75.510002,81.370003,61.186836,76815400
2017-12-01,80.949997,82.480003,77.070000,77.760002,58.939877,65811600
2018-01-01,78.220001,80.669998,76.599998,78.389999,59.417397,81426700
2018-02-01,78.120003,78.949997,67.029999,67.050003,50.822002,125645200
2018-03-01,67.139999,67.988998,59.950001,62.290001,47.214039,107585100
2018-04-01,61.939999,62.000000,56.110001,56.380001,43.134068,118256800
2018-05-01,56.320000,59.860001,54.110001,57.480000,43.975632,125418600
2018-06-01,57.639999,64.540001,57.009998,62.820000,48.573074,96729700
2018-07-01,62.500000,64.750000,58.939999,60.250000,46.585926,86945600
2018-08-01,60.000000,64.989998,57.630001,58.270000,45.054966,137580700
2018-09-01,58.450001,59.910000,54.320000,55.110001,43.067150,127200200
2018-10-01,55.490002,58.080002,53.029999,54.970001,42.957745,150233200
2018-11-01,55.130001,56.500000,50.410999,51.119999,39.949062,143400400
2018-12-01,51.400002,51.689999,41.599998,43.040001,34.038876,151107200
2019-01-01,42.750000,48.099998,42.285000,48.060001,38.009029,137561900
2019-02-01,48.139999,48.660000,31.820000,33.189999,26.248848,375185700
2019-03-01,33.410000,33.549999,31.530001,32.650002,25.821779,241950300
2019-04-01,32.799999,33.779999,32.020000,33.240002,26.612341,153245600
2019-05-01,33.200001,33.570000,26.959999,27.650000,22.136915,200756800
2019-06-01,27.680000,31.500000,27.670000,31.040001,25.202494,223225900
2019-07-01,31.260000,32.389999,30.230000,32.009998,25.990070,134449600
