Date,Open,High,Low,Close,Adj Close,Volume
2013-10-01,16.930000,18.020000,16.350000,17.110001,10.516541,860633500
2013-11-01,17.240000,17.240000,16.530001,17.080000,10.558053,672392400
2013-12-01,17.120001,17.200001,15.100000,15.430000,9.538103,1037390500
2014-01-01,15.420000,16.780001,14.900000,14.960000,9.247572,1003488000
2014-02-01,15.000000,15.490000,14.400000,15.390000,9.589630,712696400
2014-03-01,15.200000,15.830000,15.030000,15.600000,9.720486,617354600
2014-04-01,15.670000,16.490000,15.530000,16.150000,10.063193,664199500
2014-05-01,16.150000,16.559999,15.430000,16.440001,10.323949,504923500
2014-06-01,16.510000,17.350000,16.379999,17.240000,10.826331,558700700
2014-07-01,17.340000,18.120001,17.010000,17.020000,10.688177,618952400
2014-08-01,17.049999,17.520000,16.719999,17.410000,11.011429,420844900
2014-09-01,17.480000,17.870001,14.490000,14.790000,9.354338,655672700
2014-10-01,14.770000,14.830000,13.260000,14.090000,8.911603,910293700
2014-11-01,14.100000,15.840000,13.860000,15.730000,10.037472,602657400
2014-12-01,15.780000,16.129999,13.930000,15.500000,9.890707,593521500
2015-01-01,15.590000,15.650000,14.300000,14.710000,9.386600,596890300
2015-02-01,14.750000,16.620001,14.740000,16.340000,10.533117,524690500
2015-03-01,16.340000,16.740000,15.690000,16.139999,10.404192,609978100
2015-04-01,16.160000,16.160000,15.700000,15.800000,10.185021,539789600
2015-05-01,15.900000,15.940000,15.140000,15.170000,9.871106,428759700
2015-06-01,15.330000,15.660000,14.780000,15.010000,9.766992,578382200
2015-07-01,15.140000,15.300000,14.230000,14.830000,9.649869,672444200
2015-08-01,14.970000,15.040000,10.440000,13.870000,9.117414,596466400
2015-09-01,13.950000,14.880000,13.010000,13.570000,8.920211,744638400
2015-10-01,13.760000,15.840000,13.420000,14.810000,9.735321,668696500
2015-11-01,14.790000,14.900000,13.850000,14.330000,9.515656,443767100
2015-12-01,14.320000,14.620000,13.400000,14.090000,9.356285,587975700
2016-01-01,13.870000,14.000000,11.200000,11.940000,7.928605,1087624700
2016-02-01,11.920000,12.650000,11.020000,12.510000,8.587278,795878200
2016-03-01,13.010000,13.860000,12.720000,13.500000,9.266845,723070900
2016-04-01,13.280000,14.220000,12.390000,13.560000,9.308033,736240700
2016-05-01,13.670000,13.790000,13.020000,13.490000,9.362116,543642100
2016-06-01,13.430000,13.550000,12.000000,12.570000,8.723632,778155400
2016-07-01,12.880000,14.040000,12.210000,12.660000,8.786092,756186500
2016-08-01,12.610000,12.620000,11.900000,12.600000,8.840334,726884900
2016-09-01,12.660000,12.770000,11.930000,12.070000,8.468478,746043700
2016-10-01,12.060000,12.530000,11.600000,11.740000,8.236946,657689600
2016-11-01,11.780000,12.500000,11.070000,11.960000,8.495842,736856500
2016-12-01,12.230000,13.200000,12.080000,12.130000,8.616603,709201400
2017-01-01,12.200000,13.270000,12.130000,12.360000,8.779984,879509200
2017-02-01,12.450000,12.770000,12.220000,12.530000,9.044190,586173700
2017-03-01,12.660000,12.750000,11.410000,11.640000,8.401787,952495700
2017-04-01,11.640000,11.700000,11.080000,11.470000,8.279080,779918200
2017-05-01,11.490000,11.540000,10.670000,11.120000,8.134620,932923800
2017-06-01,11.250000,11.540000,10.910000,11.190000,8.185828,850617600
2017-07-01,11.360000,11.830000,10.950000,11.220000,8.207774,697037000
2017-08-01,11.110000,11.200000,10.470000,11.030000,8.172409,760514500
2017-09-01,11.180000,12.060000,11.140000,11.970000,8.868877,682274700
2017-10-01,12.000000,12.460000,11.870000,12.270000,9.091155,874278600
2017-11-01,12.400000,12.650000,11.870000,12.520000,9.391573,701585400
2017-12-01,12.620000,12.810000,12.280000,12.490000,9.369068,597327400
2018-01-01,12.520000,13.480000,10.900000,10.970000,8.228877,1142142300
2018-02-01,10.950000,11.040000,10.190000,10.610000,8.154828,970377300
2018-03-01,10.650000,11.440000,10.140000,11.080000,8.516071,1007233600
2018-04-01,11.060000,11.730000,10.700000,11.240000,8.639045,882033000
2018-05-01,11.250000,11.740000,10.970000,11.550000,8.996417,701227100
2018-06-01,11.670000,12.150000,11.030000,11.070000,8.622539,762713500
2018-07-01,11.020000,11.260000,9.840000,10.040000,7.820261,851569700
