Date,Open,High,Low,Close,Adj Close,Volume
2013-10-01,89.521255,94.560661,89.023064,92.050545,66.445007,81578069
2013-11-01,92.021797,95.250465,90.555962,90.977509,65.670425,68408663
2013-12-01,91.140381,91.590675,86.350075,91.111641,65.767250,79840599
2014-01-01,90.546387,91.676895,82.872314,83.897438,60.977520,88340473
2014-02-01,84.117790,93.094826,82.297478,92.472092,67.209671,92984332
2014-03-01,91.772705,93.736732,87.375198,91.293671,66.353210,91374103
2014-04-01,91.389481,94.091209,89.358391,91.734383,67.172867,82888530
2014-05-01,91.724800,95.691177,89.866158,95.509140,69.936958,80556839
2014-06-01,95.604950,101.209610,95.231308,98.325844,71.999481,85948873
2014-07-01,99.418037,99.676712,93.391830,93.612183,69.040550,71490303
2014-08-01,93.545120,100.098259,92.759506,99.379707,73.294228,69548880
2014-09-01,99.092293,99.341393,91.686478,92.117607,67.938263,87648557
2014-10-01,91.983475,93.066086,78.848457,85.200401,63.286518,141385404
2014-11-01,85.257889,85.631531,75.217400,76.424561,56.767834,116047465
2014-12-01,77.208519,83.108475,72.197060,80.472961,59.774979,165474309
2015-01-01,79.873985,81.221687,73.025642,79.863998,59.851521,118774918
2015-02-01,81.640976,83.597641,77.547943,77.747604,58.265469,96211356
2015-03-01,77.727638,78.666039,71.578110,72.875900,54.614529,103553542
2015-04-01,74.093826,81.920502,73.225304,79.963829,60.488384,92346690
2015-05-01,79.824066,81.880569,75.471481,78.057076,59.045994,88002401
2015-06-01,78.755890,79.754189,76.769272,77.637794,58.728851,97682962
2015-07-01,77.398201,77.627808,67.185593,70.080658,53.519787,95514775
2015-08-01,69.351898,74.123772,64.719788,72.885880,55.662102,122398778
2015-09-01,70.849350,72.406700,63.491879,66.037544,50.432117,105223079
2015-10-01,66.916046,75.431549,65.139076,74.413284,57.447166,108956025
2015-11-01,73.864220,77.238472,72.236984,75.461494,58.256382,77819593
2015-12-01,75.551346,77.038811,64.779686,67.495064,52.106297,122214766
2016-01-01,66.975945,68.712990,58.140991,68.712990,53.626743,138401783
2016-02-01,67.425179,72.067276,63.132492,68.820000,53.710251,110104389
2016-03-01,69.250000,71.660004,66.199997,68.430000,53.405884,98241800
2016-04-01,67.230003,78.089996,66.940002,76.650002,60.465771,78131100
2016-05-01,76.220001,77.349998,73.820000,75.440002,59.511253,88481400
2016-06-01,74.900002,78.309998,72.500000,75.559998,59.605930,85096600
2016-07-01,75.430000,77.660004,73.250000,74.730003,59.532009,66457500
2016-08-01,74.400002,78.480003,72.110001,76.849998,61.220863,82839900
2016-09-01,76.550003,78.169998,67.830002,72.919998,58.090103,103972900
2016-10-01,72.919998,75.599998,71.769997,72.910004,58.653645,94520800
2016-11-01,72.449997,72.839996,64.370003,71.360001,57.406719,137582800
2016-12-01,72.900002,73.510002,67.809998,71.230003,57.302135,90375300
2017-01-01,72.269997,72.959999,67.320000,67.769997,55.113575,89717400
2017-02-01,67.930000,69.900002,64.190002,65.550003,53.308189,103125900
2017-03-01,66.209999,66.790001,61.009998,63.360001,51.527176,132650100
2017-04-01,63.380001,65.730003,61.029999,61.540001,50.641937,82921700
2017-05-01,61.540001,62.119999,57.200001,58.930000,48.494125,112309600
2017-06-01,59.090000,62.160000,58.070000,59.869999,49.267666,123663100
2017-07-01,60.169998,63.020000,57.840000,61.930000,51.598957,70070900
2017-08-01,62.099998,62.230000,58.439999,59.700001,49.740967,74010800
2017-09-01,59.689999,65.699997,59.279999,64.209999,53.498604,77993000
2017-10-01,63.810001,66.239998,63.470001,64.570000,54.476662,81185700
2017-11-01,65.160004,70.610001,65.070000,70.500000,59.479694,96743000
2017-12-01,70.750000,74.059998,68.279999,73.660004,62.145744,75471900
2018-01-01,74.010002,78.089996,73.489998,74.970001,63.960510,74866300
2018-02-01,75.019997,76.279999,65.589996,65.599998,55.966522,105584400
2018-03-01,65.699997,67.620003,62.470001,64.959999,55.420506,124610200
2018-04-01,64.860001,78.110001,63.439999,77.260002,66.702080,115868100
2018-05-01,76.959999,86.379997,75.970001,84.199997,72.693710,109430600
2018-06-01,84.650002,87.669998,80.830002,83.680000,72.244766,107984500
2018-07-01,83.040001,86.599998,81.290001,83.930000,73.111572,82283200
2018-08-01,83.089996,83.260002,76.099998,79.870003,69.574905,102517300
2018-09-01,80.040001,83.080002,74.690002,82.169998,71.578423,89782600
2018-10-01,82.320000,83.349998,65.650002,67.070000,59.018242,119920400
2018-11-01,67.180000,75.790001,66.860001,70.269997,61.834080,117101500
2018-12-01,72.040001,72.430000,56.830002,61.380001,54.011330,119304000
2019-01-01,60.520000,67.459999,59.720001,66.779999,59.449829,99597300
2019-02-01,67.260002,68.309998,63.380001,66.150002,58.888985,83625600
2019-03-01,66.370003,67.980003,62.119999,66.199997,58.933498,87767000
2019-04-01,66.889999,68.830002,57.540001,58.880001,53.046383,180573700
2019-05-01,59.099998,60.730000,49.689999,49.770000,44.838959,335175000
2019-06-01,50.299999,51.630001,47.000000,50.279999,45.298431,184971700
2019-07-01,51.000000,52.700001,47.950001,51.360001,47.019291,162348100
2019-08-01,51.000000,54.049999,41.830002,43.480000,39.805267,246059800
2019-09-01,42.860001,48.849998,42.369999,44.470001,40.711601,181938400
2019-10-01,44.669998,45.419998,39.970001,40.500000,37.732845,164843000
2019-11-01,40.750000,44.619999,37.599998,38.570000,35.934719,237296000
2019-12-01,38.840000,41.220001,37.250000,41.209999,38.394333,215547700
2020-01-01,41.630001,47.580002,39.419998,39.720001,37.771057,238260600
2020-02-01,39.700001,43.599998,29.639999,32.740002,31.133543,218133300
2020-03-01,33.580002,34.630001,9.000000,11.580000,11.011802,1055006500
2020-04-01,11.040000,18.270000,10.120000,16.600000,16.263830,1169628600
2020-05-01,16.020000,16.809999,12.720000,12.950000,12.687749,713553200
2020-06-01,12.900000,24.500000,12.670000,18.299999,17.929405,1087147000
2020-07-01,18.320000,18.830000,15.410000,15.740000,15.430112,463469100
2020-08-01,15.750000,16.740000,12.720000,12.740000,12.489175,476484600
2020-09-01,12.590000,12.900000,9.830000,10.010000,9.812923,604090700
2020-10-01,9.970000,11.340000,8.520000,9.130000,8.959013,517242900
2020-11-01,9.260000,17.270000,9.030000,15.760000,15.464849,570204000
2020-12-01,15.900000,21.650000,14.770000,17.309999,16.985821,621542300
2021-01-01,17.750000,24.600000,17.320000,20.059999,19.694614,432330500
2021-02-01,20.629999,28.680000,19.799999,26.610001,26.125309,356823900
2021-03-01,27.370001,32.520000,25.350000,26.620001,26.135126,474588200
2021-04-01,26.820000,27.820000,22.400000,25.360001,24.906443,354069000
2021-05-01,25.650000,28.129999,23.320000,25.959999,25.495714,347454800
2021-06-01,26.670000,33.009998,26.660000,31.270000,30.710749,431401800
2021-07-01,32.849998,33.500000,23.900000,26.100000,25.641996,336446500
2021-08-01,26.100000,27.080000,21.620001,25.690001,25.239191,329948300
2021-09-01,25.600000,30.900000,24.389999,29.580000,29.060925,377025800
2021-10-01,29.820000,35.750000,29.760000,33.529999,32.954845,386163400
2021-11-01,34.320000,35.349998,27.850000,29.650000,29.141397,320359100
2021-12-01,30.690001,31.490000,26.049999,28.990000,28.492718,288809400
2022-01-01,29.209999,38.930000,29.150000,37.669998,37.035858,392728700
2022-02-01,37.250000,43.779999,37.180000,43.730000,42.993843,417213900
2022-03-01,44.330002,63.240002,44.040001,56.740002,55.784836,1245122600
2022-04-01,56.820000,63.560001,51.529999,55.090000,54.291882,498514700
2022-05-01,54.529999,74.040001,53.950001,69.309998,68.305862,624097200
2022-06-01,70.629997,71.470001,54.299999,58.880001,58.026978,672154600
2022-07-01,59.410000,66.050003,55.910000,65.750000,64.919708,436672500
2022-08-01,65.169998,77.129997,56.830002,71.000000,70.103409,625889100
2022-09-01,69.239998,70.900002,57.430000,61.450001,60.674004,528304400
